"X","vid_name","frame","num_right_hands","num_left_hands","num_faces","hand_present","face_present","face_openpose","hand_openpose","height","width","left","top","label","mean_conf","WorkerID"
16360,"A_20130907_1125_03.mp4",9275,2,2,2,1,1,1,1,0,0,0,0,"face",0,"OP"
16362,"A_20140912_2330_02.mp4",6855,1,1,1,1,1,1,1,0,0,0,0,"hand",0,"OP"
16362,"A_20140912_2330_02.mp4",6855,1,1,1,1,1,1,1,0.145425,0.0662219999999999,0.301574,0.904583,"hand",0.0216423357142857,"OP"
16362,"A_20140912_2330_02.mp4",6855,1,1,1,1,1,1,1,0.156861,0.066317,0.531071,0.436842,"face",0.00642210005285714,"OP"
16363,"A_20131017_1304_01.mp4",5265,1,1,1,1,1,1,1,0.078227,0.080698,0.257169,0.606062,"hand",0.0266765595238095,"OP"
16363,"A_20131017_1304_01.mp4",5265,1,1,1,1,1,1,1,0.10465,0.079106,0.141948,0.650903,"hand",0.0378346619047619,"OP"
16363,"A_20131017_1304_01.mp4",5265,1,1,1,1,1,1,1,0.1453939,0.0479849,0.0703521,0.168614,"face",0.000128022604285714,"OP"
16364,"A_20130607_0825_04.mp4",45040,1,1,1,1,1,0,0,0,0,0,0,"hand",0,"OP"
16364,"A_20130607_0825_04.mp4",45040,1,1,1,1,1,0,0,0,0,0,0,"hand",0,"OP"
16364,"A_20130607_0825_04.mp4",45040,1,1,1,1,1,0,0,0,0,0,0,"face",0,"OP"
16365,"A_20130614_0901_03.mp4",24840,1,1,1,1,1,1,0,0,0,0,0,"hand",0,"OP"
16365,"A_20130614_0901_03.mp4",24840,1,1,1,1,1,1,0,0,0,0,0,"hand",0,"OP"
16365,"A_20130614_0901_03.mp4",24840,1,1,1,1,1,1,0,0.158547,0.171726,0.858864,0.817575,"face",0.00211836363,"OP"
16366,"A_20130818_1105_02.mp4",31670,1,1,1,1,1,1,0,0,0,0,0,"hand",0,"OP"
16366,"A_20130818_1105_02.mp4",31670,1,1,1,1,1,1,0,0,0,0,0,"hand",0,"OP"
16366,"A_20130818_1105_02.mp4",31670,1,1,1,1,1,1,0,0.00537900000000002,0,0.639246,0.674368,"face",4.97924542857143e-05,"OP"
16370,"A_20140427_1914_01.mp4",27735,1,1,1,0,0,0,0,0,0,0,0,"hand",0,"OP"
16370,"A_20140427_1914_01.mp4",27735,1,1,1,0,0,0,0,0,0,0,0,"hand",0,"OP"
16370,"A_20140427_1914_01.mp4",27735,1,1,1,0,0,0,0,0,0,0,0,"face",0,"OP"
16379,"A_20130531_0818_02.mp4",53490,1,1,1,1,0,0,1,0.114278,0.057806,0.750156,0.579341,"hand",0.00561954047619048,"OP"
16379,"A_20130531_0818_02.mp4",53490,1,1,1,1,0,0,1,0,0,0,0,"hand",0,"OP"
16379,"A_20130531_0818_02.mp4",53490,1,1,1,1,0,0,1,0,0,0,0,"face",0,"OP"
1638,"S_20150209_2723_04.mp4",11690,1,1,1,1,1,1,1,0.101725,0.13008,0.602401,0.739856,"hand",0.0271386147619048,"OP"
1638,"S_20150209_2723_04.mp4",11690,1,1,1,1,1,1,1,0.112256,0.104184,0.188556,0.69574,"hand",0.380964285714286,"OP"
1638,"S_20150209_2723_04.mp4",11690,1,1,1,1,1,1,1,0.241534,0.199161,0.351125,0.508017,"face",0.770986514285714,"OP"
16381,"A_20130802_1020_03.mp4",28215,1,1,1,0,0,0,1,0.024534,0.03093,0.637545,0.264916,"hand",0.0120039485714286,"OP"
16381,"A_20130802_1020_03.mp4",28215,1,1,1,0,0,0,1,0,0,0,0,"hand",0,"OP"
16381,"A_20130802_1020_03.mp4",28215,1,1,1,0,0,0,1,0,0,0,0,"face",0,"OP"
16382,"A_20141122_2609_02.mp4",27430,1,1,1,1,1,0,0,0,0,0,0,"hand",0,"OP"
16382,"A_20141122_2609_02.mp4",27430,1,1,1,1,1,0,0,0,0,0,0,"hand",0,"OP"
16382,"A_20141122_2609_02.mp4",27430,1,1,1,1,1,0,0,0,0,0,0,"face",0,"OP"
16386,"A_20140117_1604_01.mp4",7205,1,1,1,0,0,1,0,0,0,0,0,"hand",0,"OP"
16386,"A_20140117_1604_01.mp4",7205,1,1,1,0,0,1,0,0,0,0,0,"hand",0,"OP"
16386,"A_20140117_1604_01.mp4",7205,1,1,1,0,0,1,0,0,0.00266699999999997,0.399184,0.365832,"face",7.72997642857143e-05,"OP"
16387,"A_20140630_2117_03.mp4",52100,2,2,2,1,0,0,0,0,0,0,0,"hand",0,"OP"
16387,"A_20140630_2117_03.mp4",52100,2,2,2,1,0,0,0,0,0,0,0,"hand",0,"OP"
16387,"A_20140630_2117_03.mp4",52100,2,2,2,1,0,0,0,0,0,0,0,"hand",0,"OP"
16387,"A_20140630_2117_03.mp4",52100,2,2,2,1,0,0,0,0,0,0,0,"hand",0,"OP"
16387,"A_20140630_2117_03.mp4",52100,2,2,2,1,0,0,0,0,0,0,0,"face",0,"OP"
16387,"A_20140630_2117_03.mp4",52100,2,2,2,1,0,0,0,0,0,0,0,"face",0,"OP"
16388,"A_20140509_1926_01.mp4",29630,1,1,1,1,1,1,1,0.0647,0.077354,0.497847,0.448877,"hand",0.461740952380952,"OP"
16388,"A_20140509_1926_01.mp4",29630,1,1,1,1,1,1,1,0,0,0,0,"hand",0,"OP"
16388,"A_20140509_1926_01.mp4",29630,1,1,1,1,1,1,1,0.071823,0.04925,0.5948,0.178195,"face",0.0325732348428571,"OP"
16389,"A_20130907_1125_03.mp4",28140,2,2,2,1,1,1,1,0,0,0,0,"hand",0,"OP"
16389,"A_20130907_1125_03.mp4",28140,2,2,2,1,1,1,1,0,0,0,0,"hand",0,"OP"
16389,"A_20130907_1125_03.mp4",28140,2,2,2,1,1,1,1,0.093419,0.101633,0.195246,0.848061,"hand",0.0122250266666667,"OP"
16389,"A_20130907_1125_03.mp4",28140,2,2,2,1,1,1,1,0,0,0,0,"hand",0,"OP"
16389,"A_20130907_1125_03.mp4",28140,2,2,2,1,1,1,1,0.157657,0.066339,0.191665,0.426593,"face",0.00026276002,"OP"
16389,"A_20130907_1125_03.mp4",28140,2,2,2,1,1,1,1,0,0,0,0,"face",0,"OP"
1639,"S_20141207_2520_04.mp4",9435,2,2,2,1,0,0,1,0.084651,0.0659190000000001,0.739797,0.581632,"hand",0.0179092323809524,"OP"
1639,"S_20141207_2520_04.mp4",9435,2,2,2,1,0,0,1,0,0,0,0,"hand",0,"OP"
1639,"S_20141207_2520_04.mp4",9435,2,2,2,1,0,0,1,0,0,0,0,"hand",0,"OP"
1639,"S_20141207_2520_04.mp4",9435,2,2,2,1,0,0,1,0,0,0,0,"hand",0,"OP"
1639,"S_20141207_2520_04.mp4",9435,2,2,2,1,0,0,1,0,0,0,0,"face",0,"OP"
1639,"S_20141207_2520_04.mp4",9435,2,2,2,1,0,0,1,0,0,0,0,"face",0,"OP"
16390,"A_20130927_1214_02.mp4",6890,1,1,1,0,0,0,1,0.0535270000000001,0.063444,0.492542,0.727453,"hand",0.00191047057142857,"OP"
16390,"A_20130927_1214_02.mp4",6890,1,1,1,0,0,0,1,0,0,0,0,"hand",0,"OP"
16390,"A_20130927_1214_02.mp4",6890,1,1,1,0,0,0,1,0,0,0,0,"face",0,"OP"
16393,"A_20141012_2429_01.mp4",820,2,2,2,1,1,1,1,0.058807,0.061114,0.260549,0.422926,"hand",0.0423949380952381,"OP"
16393,"A_20141012_2429_01.mp4",820,2,2,2,1,1,1,1,0.0718,0.080732,0.552363,0.670391,"hand",0.0351274680952381,"OP"
16393,"A_20141012_2429_01.mp4",820,2,2,2,1,1,1,1,0.042359,0.043849,0.151517,0.368928,"hand",0.027869919047619,"OP"
16393,"A_20141012_2429_01.mp4",820,2,2,2,1,1,1,1,0.091612,0.074732,0.359456,0.647065,"hand",0.407962571428571,"OP"
16393,"A_20141012_2429_01.mp4",820,2,2,2,1,1,1,1,0.0272472,0.033046,0.235781,0.121917,"face",0.00362460840428571,"OP"
16393,"A_20141012_2429_01.mp4",820,2,2,2,1,1,1,1,0.1904897,0.140062,0.475961,0.270373,"face",0.00215230831285714,"OP"
16395,"A_20130823_1110_03.mp4",26215,1,1,1,1,1,0,1,0.096126,0.049325,0.284419,0.383908,"hand",0.128195052380952,"OP"
16395,"A_20130823_1110_03.mp4",26215,1,1,1,1,1,0,1,0.086464,0.046607,0.305434,0.483999,"hand",0.0117663952380952,"OP"
16395,"A_20130823_1110_03.mp4",26215,1,1,1,1,1,0,1,0,0,0,0,"face",0,"OP"
16397,"A_20141109_2527_02.mp4",1870,1,1,1,1,1,0,1,0.087565,0.0391050000000001,0.414065,0.394843,"hand",0.0685214761904762,"OP"
16397,"A_20141109_2527_02.mp4",1870,1,1,1,1,1,0,1,0,0,0,0,"hand",0,"OP"
16397,"A_20141109_2527_02.mp4",1870,1,1,1,1,1,0,1,0,0,0,0,"face",0,"OP"
16404,"A_20130922_1209_01.mp4",34435,2,2,2,0,0,1,1,0,0,0,0,"hand",0,"OP"
16404,"A_20130922_1209_01.mp4",34435,2,2,2,0,0,1,1,0,0,0,0,"hand",0,"OP"
16404,"A_20130922_1209_01.mp4",34435,2,2,2,0,0,1,1,0.034097,0.024965,0.948066,0.637915,"hand",0.0104015414285714,"OP"
16404,"A_20130922_1209_01.mp4",34435,2,2,2,0,0,1,1,0,0,0,0,"hand",0,"OP"
16404,"A_20130922_1209_01.mp4",34435,2,2,2,0,0,1,1,0,0,0,0,"face",0,"OP"
16404,"A_20130922_1209_01.mp4",34435,2,2,2,0,0,1,1,0,0,0.875645,0.115621,"face",9.93501857142857e-06,"OP"
16405,"A_20131012_1229_02.mp4",13820,1,1,1,0,0,0,0,0,0,0,0,"hand",0,"OP"
16405,"A_20131012_1229_02.mp4",13820,1,1,1,0,0,0,0,0,0,0,0,"hand",0,"OP"
16405,"A_20131012_1229_02.mp4",13820,1,1,1,0,0,0,0,0,0,0,0,"face",0,"OP"
16406,"A_20140317_1804_01.mp4",22585,2,2,2,0,0,0,1,0,0,0,0,"hand",0,"OP"
16406,"A_20140317_1804_01.mp4",22585,2,2,2,0,0,0,1,0,0,0,0,"hand",0,"OP"
16406,"A_20140317_1804_01.mp4",22585,2,2,2,0,0,0,1,0,0,0,0,"hand",0,"OP"
16406,"A_20140317_1804_01.mp4",22585,2,2,2,0,0,0,1,0.01686,0.012314,0.232751,0.367151,"hand",0.0104626319047619,"OP"
16406,"A_20140317_1804_01.mp4",22585,2,2,2,0,0,0,1,0,0,0,0,"face",0,"OP"
16406,"A_20140317_1804_01.mp4",22585,2,2,2,0,0,0,1,0,0,0,0,"face",0,"OP"
16408,"A_20131206_1423_02.mp4",33290,1,1,1,0,0,0,1,0.069356,0.033274,0.883473,0.739899,"hand",0.00397059528571429,"OP"
16408,"A_20131206_1423_02.mp4",33290,1,1,1,0,0,0,1,0,0,0,0,"hand",0,"OP"
16408,"A_20131206_1423_02.mp4",33290,1,1,1,0,0,0,1,0,0,0,0,"face",0,"OP"
16409,"A_20140912_2330_02.mp4",11280,2,2,2,1,1,0,1,0,0,0,0,"hand",0,"OP"
16409,"A_20140912_2330_02.mp4",11280,2,2,2,1,1,0,1,0,0,0,0,"hand",0,"OP"
16409,"A_20140912_2330_02.mp4",11280,2,2,2,1,1,0,1,0.008741,0.01018,0.624954,0.149866,"hand",0.0121838961904762,"OP"
16409,"A_20140912_2330_02.mp4",11280,2,2,2,1,1,0,1,0,0,0,0,"hand",0,"OP"
16409,"A_20140912_2330_02.mp4",11280,2,2,2,1,1,0,1,0,0,0,0,"face",0,"OP"
16409,"A_20140912_2330_02.mp4",11280,2,2,2,1,1,0,1,0,0,0,0,"face",0,"OP"
1641,"S_20141026_2409_03.AVI.mp4",5945,1,1,1,0,0,0,0,0,0,0,0,"hand",0,"OP"
1641,"S_20141026_2409_03.AVI.mp4",5945,1,1,1,0,0,0,0,0,0,0,0,"hand",0,"OP"
1641,"S_20141026_2409_03.AVI.mp4",5945,1,1,1,0,0,0,0,0,0,0,0,"face",0,"OP"
16411,"A_20140131_1618_03.mp4",10715,1,1,1,1,1,1,0,0,0,0,0,"hand",0,"OP"
16411,"A_20140131_1618_03.mp4",10715,1,1,1,1,1,1,0,0,0,0,0,"hand",0,"OP"
16411,"A_20140131_1618_03.mp4",10715,1,1,1,1,1,1,0,0.194341,0.135821,0.703655,0.311738,"face",0.696043142857143,"OP"
16414,"A_20130809_1027_04.mp4",14050,1,1,1,0,0,1,0,0,0,0,0,"hand",0,"OP"
16414,"A_20130809_1027_04.mp4",14050,1,1,1,0,0,1,0,0,0,0,0,"hand",0,"OP"
16414,"A_20130809_1027_04.mp4",14050,1,1,1,0,0,1,0,0.257158,0.091618,0.510848,0.503681,"face",0.00309942000714286,"OP"
16415,"A_20130920_1207_04.mp4",16390,1,1,1,0,0,0,0,0,0,0,0,"hand",0,"OP"
16415,"A_20130920_1207_04.mp4",16390,1,1,1,0,0,0,0,0,0,0,0,"hand",0,"OP"
16415,"A_20130920_1207_04.mp4",16390,1,1,1,0,0,0,0,0,0,0,0,"face",0,"OP"
16416,"A_20140408_1826_04.mp4",43085,1,1,1,0,1,1,0,0,0,0,0,"hand",0,"OP"
16416,"A_20140408_1826_04.mp4",43085,1,1,1,0,1,1,0,0,0,0,0,"hand",0,"OP"
16416,"A_20140408_1826_04.mp4",43085,1,1,1,0,1,1,0,0.249756,0.114764,0.21863,0.703122,"face",0.0178883118857143,"OP"
16420,"A_20140223_1710_03.mp4",37900,1,1,1,0,0,0,1,0.011801,0.018899,0.933544,0.294777,"hand",0.00826432809523809,"OP"
16420,"A_20140223_1710_03.mp4",37900,1,1,1,0,0,0,1,0,0,0,0,"hand",0,"OP"
16420,"A_20140223_1710_03.mp4",37900,1,1,1,0,0,0,1,0,0,0,0,"face",0,"OP"
16423,"A_20140609_2027_05.mp4",37590,1,1,1,1,1,1,1,0.143215,0.08722613,0.00130107,0.578754,"hand",0.135302871428571,"OP"
16423,"A_20140609_2027_05.mp4",37590,1,1,1,1,1,1,1,0,0,0,0,"hand",0,"OP"
16423,"A_20140609_2027_05.mp4",37590,1,1,1,1,1,1,1,0.178415,0.118309,0.236221,0.403935,"face",0.387763822857143,"OP"
16424,"A_20140209_1627_02.mp4",48710,1,1,1,0,0,0,0,0,0,0,0,"hand",0,"OP"
16424,"A_20140209_1627_02.mp4",48710,1,1,1,0,0,0,0,0,0,0,0,"hand",0,"OP"
16424,"A_20140209_1627_02.mp4",48710,1,1,1,0,0,0,0,0,0,0,0,"face",0,"OP"
16426,"A_20131202_1419_03.mp4",455,1,1,1,1,0,1,1,0.042861,0.057999,0.11962,0.256536,"hand",0.0113981352380952,"OP"
16426,"A_20131202_1419_03.mp4",455,1,1,1,1,0,1,1,0.0280589999999999,0.00992199999999999,0.452146,0.574419,"hand",0.0180660571428571,"OP"
16426,"A_20131202_1419_03.mp4",455,1,1,1,1,0,1,1,0,0,0.33392,0.154114,"face",9.93501857142857e-06,"OP"
16427,"A_20140418_1905_04.mp4",45440,1,1,1,0,0,1,0,0,0,0,0,"hand",0,"OP"
16427,"A_20140418_1905_04.mp4",45440,1,1,1,0,0,1,0,0,0,0,0,"hand",0,"OP"
16427,"A_20140418_1905_04.mp4",45440,1,1,1,0,0,1,0,0.20626,0.143725,0.432039,0.590441,"face",0.0232489088557143,"OP"
16431,"A_20130601_0819_03.mp4",22995,1,1,1,0,0,0,0,0,0,0,0,"hand",0,"OP"
16431,"A_20130601_0819_03.mp4",22995,1,1,1,0,0,0,0,0,0,0,0,"hand",0,"OP"
16431,"A_20130601_0819_03.mp4",22995,1,1,1,0,0,0,0,0,0,0,0,"face",0,"OP"
16432,"A_20140110_1528_02.mp4",11430,1,1,1,1,1,1,1,0.05427,0.076195,0.916417,1.07664,"hand",0.00822179857142857,"OP"
16432,"A_20140110_1528_02.mp4",11430,1,1,1,1,1,1,1,0.0558340000000001,0.05999,0.557205,0.991007,"hand",0.0110979557142857,"OP"
16432,"A_20140110_1528_02.mp4",11430,1,1,1,1,1,1,1,0.246393,0.184096,0.598252,0.449782,"face",0.226062614557143,"OP"
16440,"A_20130712_0929_03.mp4",13045,1,1,1,1,0,0,0,0,0,0,0,"hand",0,"OP"
16440,"A_20130712_0929_03.mp4",13045,1,1,1,1,0,0,0,0,0,0,0,"hand",0,"OP"
16440,"A_20130712_0929_03.mp4",13045,1,1,1,1,0,0,0,0,0,0,0,"face",0,"OP"
16443,"A_20130802_1020_01.mp4",52445,1,1,1,1,1,1,1,0,0,0,0,"hand",0,"OP"
16443,"A_20130802_1020_01.mp4",52445,1,1,1,1,1,1,1,0.202693,0.1573693,0.0357467,1.15079,"hand",0.0140354585714286,"OP"
16443,"A_20130802_1020_01.mp4",52445,1,1,1,1,1,1,1,0.28588399,0.213318,0.406573,0.276276,"face",0.275602222828571,"OP"
16444,"A_20150308_2923_02.mp4",17000,1,1,1,1,1,0,0,0,0,0,0,"hand",0,"OP"
16444,"A_20150308_2923_02.mp4",17000,1,1,1,1,1,0,0,0,0,0,0,"hand",0,"OP"
16444,"A_20150308_2923_02.mp4",17000,1,1,1,1,1,0,0,0,0,0,0,"face",0,"OP"
16445,"A_20130813_1100_01.mp4",51435,1,1,1,1,1,0,1,0,0,0,0,"hand",0,"OP"
16445,"A_20130813_1100_01.mp4",51435,1,1,1,1,1,0,1,0.106405,0.047674,0.486186,0.500595,"hand",0.0211209542857143,"OP"
16445,"A_20130813_1100_01.mp4",51435,1,1,1,1,1,0,1,0,0,0,0,"face",0,"OP"
16446,"A_20150507_3124_02.mp4",32035,1,1,1,0,1,1,0,0,0,0,0,"hand",0,"OP"
16446,"A_20150507_3124_02.mp4",32035,1,1,1,0,1,1,0,0,0,0,0,"hand",0,"OP"
16446,"A_20150507_3124_02.mp4",32035,1,1,1,0,1,1,0,0.202647,0.154828,0.129684,0.412202,"face",0.291327122857143,"OP"
16447,"A_20140601_2019_02.mp4",6900,1,1,1,1,0,0,0,0,0,0,0,"hand",0,"OP"
16447,"A_20140601_2019_02.mp4",6900,1,1,1,1,0,0,0,0,0,0,0,"hand",0,"OP"
16447,"A_20140601_2019_02.mp4",6900,1,1,1,1,0,0,0,0,0,0,0,"face",0,"OP"
16449,"A_20150216_2903_01.mp4",33825,1,1,1,1,1,1,1,0.072423,0.030127,0.404727,0.623554,"hand",0.0338659095238095,"OP"
16449,"A_20150216_2903_01.mp4",33825,1,1,1,1,1,1,1,0,0,0,0,"hand",0,"OP"
16449,"A_20150216_2903_01.mp4",33825,1,1,1,1,1,1,1,0.093493,0.0673879999999999,0.35637,0.486707,"face",0.248215712857143,"OP"
1645,"S_20131225_1408_01.mp4",1200,1,1,1,1,0,0,0,0,0,0,0,"hand",0,"OP"
1645,"S_20131225_1408_01.mp4",1200,1,1,1,1,0,0,0,0,0,0,0,"hand",0,"OP"
1645,"S_20131225_1408_01.mp4",1200,1,1,1,1,0,0,0,0,0,0,0,"face",0,"OP"
16454,"A_20130920_1207_04.mp4",33525,1,1,1,1,1,1,0,0,0,0,0,"hand",0,"OP"
16454,"A_20130920_1207_04.mp4",33525,1,1,1,1,1,1,0,0,0,0,0,"hand",0,"OP"
16454,"A_20130920_1207_04.mp4",33525,1,1,1,1,1,1,0,0.211013,0.234562,0.438121,0.560334,"face",0.00204842256285714,"OP"
16455,"A_20140803_2221_02.mp4",50585,3,3,3,0,0,0,1,0.109731,0.106798,0.242931,0.349087,"hand",0.0534858461904762,"OP"
16455,"A_20140803_2221_02.mp4",50585,3,3,3,0,0,0,1,0,0,0,0,"hand",0,"OP"
16455,"A_20140803_2221_02.mp4",50585,3,3,3,0,0,0,1,0,0,0,0,"hand",0,"OP"
16455,"A_20140803_2221_02.mp4",50585,3,3,3,0,0,0,1,0,0,0,0,"hand",0,"OP"
16455,"A_20140803_2221_02.mp4",50585,3,3,3,0,0,0,1,0,0,0,0,"hand",0,"OP"
16455,"A_20140803_2221_02.mp4",50585,3,3,3,0,0,0,1,0,0,0,0,"hand",0,"OP"
16455,"A_20140803_2221_02.mp4",50585,3,3,3,0,0,0,1,0,0,0,0,"face",0,"OP"
16455,"A_20140803_2221_02.mp4",50585,3,3,3,0,0,0,1,0,0,0,0,"face",0,"OP"
16455,"A_20140803_2221_02.mp4",50585,3,3,3,0,0,0,1,0,0,0,0,"face",0,"OP"
16457,"A_20140307_1722_02.mp4",30360,1,1,1,1,1,1,1,0.020758,0.035068,0.117352,0.198069,"hand",0.01066603,"OP"
16457,"A_20140307_1722_02.mp4",30360,1,1,1,1,1,1,1,0,0,0,0,"hand",0,"OP"
16457,"A_20140307_1722_02.mp4",30360,1,1,1,1,1,1,1,0.00380999999999999,0,0.0554858,0.107857,"face",8.58739542857143e-05,"OP"
16458,"A_20130531_0818_02.mp4",32280,1,1,1,0,0,0,0,0,0,0,0,"hand",0,"OP"
16458,"A_20130531_0818_02.mp4",32280,1,1,1,0,0,0,0,0,0,0,0,"hand",0,"OP"
16458,"A_20130531_0818_02.mp4",32280,1,1,1,0,0,0,0,0,0,0,0,"face",0,"OP"
1646,"S_20140911_2225_06.mp4",12915,1,1,1,0,0,1,0,0,0,0,0,"hand",0,"OP"
1646,"S_20140911_2225_06.mp4",12915,1,1,1,0,0,1,0,0,0,0,0,"hand",0,"OP"
1646,"S_20140911_2225_06.mp4",12915,1,1,1,0,0,1,0,0.055145,0.030328,0.540168,0.287045,"face",0.125213973157143,"OP"
16460,"A_20140513_2000_03.mp4",27705,1,1,1,1,1,0,1,0.127703,0.136488,0.49399,0.913598,"hand",0.318124271428571,"OP"
16460,"A_20140513_2000_03.mp4",27705,1,1,1,1,1,0,1,0,0,0,0,"hand",0,"OP"
16460,"A_20140513_2000_03.mp4",27705,1,1,1,1,1,0,1,0,0,0,0,"face",0,"OP"
16462,"A_20140110_1528_02.mp4",3470,1,1,1,0,0,0,1,0,0,0,0,"hand",0,"OP"
16462,"A_20140110_1528_02.mp4",3470,1,1,1,0,0,0,1,0.025181,0.056105,0.85499,0.402783,"hand",0.01487463,"OP"
16462,"A_20140110_1528_02.mp4",3470,1,1,1,0,0,0,1,0,0,0,0,"face",0,"OP"
16466,"A_20131206_1423_03.mp4",36155,1,1,1,1,1,1,0,0,0,0,0,"hand",0,"OP"
16466,"A_20131206_1423_03.mp4",36155,1,1,1,1,1,1,0,0,0,0,0,"hand",0,"OP"
16466,"A_20131206_1423_03.mp4",36155,1,1,1,1,1,1,0,0.134328,0.00095400000000001,0.569802,0.609665,"face",3.90574928571429e-05,"OP"
16470,"A_20130819_1106_01.mp4",7275,1,1,1,1,1,0,0,0,0,0,0,"hand",0,"OP"
16470,"A_20130819_1106_01.mp4",7275,1,1,1,1,1,0,0,0,0,0,0,"hand",0,"OP"
16470,"A_20130819_1106_01.mp4",7275,1,1,1,1,1,0,0,0,0,0,0,"face",0,"OP"
16475,"A_20141012_2429_01.mp4",12480,1,1,1,1,1,0,1,0.016761,0.015616,0.420875,0.164668,"hand",0.0128086014285714,"OP"
16475,"A_20141012_2429_01.mp4",12480,1,1,1,1,1,0,1,0.072768,0.013287,0.340304,0.247269,"hand",0.0651443857142857,"OP"
16475,"A_20141012_2429_01.mp4",12480,1,1,1,1,1,0,1,0,0,0,0,"face",0,"OP"
16476,"A_20130622_0909_03.mp4",17535,1,1,1,1,1,1,1,0.03664,0.108454,0.518434,0.810969,"hand",0.17791510952381,"OP"
16476,"A_20130622_0909_03.mp4",17535,1,1,1,1,1,1,1,0,0,0,0,"hand",0,"OP"
16476,"A_20130622_0909_03.mp4",17535,1,1,1,1,1,1,1,0.1601,0.082927,0.195177,0.36287,"face",0.0983264714285714,"OP"
16477,"A_20130802_1020_01.mp4",13645,1,1,1,1,1,1,1,0,0,0,0,"hand",0,"OP"
16477,"A_20130802_1020_01.mp4",13645,1,1,1,1,1,1,1,0.055213,0.041388,0.649995,0.352351,"hand",0.0140509704761905,"OP"
16477,"A_20130802_1020_01.mp4",13645,1,1,1,1,1,1,1,0,0,0.865448,0.0298698,"face",9.93501857142857e-06,"OP"
16478,"A_20130614_0901_02.mp4",50080,1,1,1,0,0,0,1,0.027815,0.0454922,0.0679018,0.692654,"hand",0.0118754580952381,"OP"
16478,"A_20130614_0901_02.mp4",50080,1,1,1,0,0,0,1,0,0,0,0,"hand",0,"OP"
16478,"A_20130614_0901_02.mp4",50080,1,1,1,0,0,0,1,0,0,0,0,"face",0,"OP"
16479,"A_20130827_1114_03.mp4",24285,2,2,2,1,1,1,1,0.018111,0.040014,0.278769,0.551857,"hand",0.00969469095238095,"OP"
16479,"A_20130827_1114_03.mp4",24285,2,2,2,1,1,1,1,0,0,0,0,"hand",0,"OP"
16479,"A_20130827_1114_03.mp4",24285,2,2,2,1,1,1,1,0.0681579999999999,0.050752,0.481938,0.578019,"hand",0.0128242271428571,"OP"
16479,"A_20130827_1114_03.mp4",24285,2,2,2,1,1,1,1,0,0,0,0,"hand",0,"OP"
16479,"A_20130827_1114_03.mp4",24285,2,2,2,1,1,1,1,0,0,0.418159,0.183414,"face",9.93501857142857e-06,"OP"
16479,"A_20130827_1114_03.mp4",24285,2,2,2,1,1,1,1,0,0,0,0,"face",0,"OP"
1648,"S_20140101_1415_04.mp4",7930,2,2,2,1,1,1,1,0.04158,0.049304,0.584186,0.383765,"hand",0.00945340476190476,"OP"
1648,"S_20140101_1415_04.mp4",7930,2,2,2,1,1,1,1,0,0,0,0,"hand",0,"OP"
1648,"S_20140101_1415_04.mp4",7930,2,2,2,1,1,1,1,0.038651,0.023281,0.355776,0.436147,"hand",0.00746439285714286,"OP"
1648,"S_20140101_1415_04.mp4",7930,2,2,2,1,1,1,1,0.0665710000000002,0.029941,0.816518,0.8048,"hand",0.00906395476190476,"OP"
1648,"S_20140101_1415_04.mp4",7930,2,2,2,1,1,1,1,0.1687983,0.157162,0.359386,0.122214,"face",0.0546045701857143,"OP"
1648,"S_20140101_1415_04.mp4",7930,2,2,2,1,1,1,1,0,0,0,0,"face",0,"OP"
16480,"A_20141109_2527_01.mp4",25735,1,1,1,0,0,1,1,0,0,0,0,"hand",0,"OP"
16480,"A_20141109_2527_01.mp4",25735,1,1,1,0,0,1,1,0.020571,0.031094,0.461875,0.378437,"hand",0.00859753380952381,"OP"
16480,"A_20141109_2527_01.mp4",25735,1,1,1,0,0,1,1,0.00996999999999998,0.0375690000000001,0.473949,0.373074,"face",0.000385839604285714,"OP"
16481,"A_20130607_0825_05.mp4",42580,1,1,1,1,0,0,1,0,0,0,0,"hand",0,"OP"
16481,"A_20130607_0825_05.mp4",42580,1,1,1,1,0,0,1,0.228741,0.097831,0.688787,0.902016,"hand",0.178334566666667,"OP"
16481,"A_20130607_0825_05.mp4",42580,1,1,1,1,0,0,1,0,0,0,0,"face",0,"OP"
16489,"A_20140402_1820_01.mp4",34075,1,1,1,1,1,1,1,0.0583560000000001,0.04332,0.796112,0.709218,"hand",0.0181794285714286,"OP"
16489,"A_20140402_1820_01.mp4",34075,1,1,1,1,1,1,1,0.0926500000000001,0.066051,0.592757,0.557451,"hand",0.1730494,"OP"
16489,"A_20140402_1820_01.mp4",34075,1,1,1,1,1,1,1,0.109769,0.0702519999999999,0.69809,0.285542,"face",0.625255071428571,"OP"
16491,"A_20130727_1014_01.mp4",28435,1,1,1,1,1,0,1,0,0,0,0,"hand",0,"OP"
16491,"A_20130727_1014_01.mp4",28435,1,1,1,1,1,0,1,0.060801,0.062592,0.18093,0.724612,"hand",0.0144517866666667,"OP"
16491,"A_20130727_1014_01.mp4",28435,1,1,1,1,1,0,1,0,0,0,0,"face",0,"OP"
16494,"A_20140620_2107_01.mp4",9255,1,1,1,0,0,0,0,0,0,0,0,"hand",0,"OP"
16494,"A_20140620_2107_01.mp4",9255,1,1,1,0,0,0,0,0,0,0,0,"hand",0,"OP"
